,name,size,price,reviews,rating,category,profit
2143,Toca Cars,97.18784,2.99,1238,4.0,Education,3701.6200000000003
2144,Mimpi,262.037504,0.0,816,4.5,Games,0.0
2145,Daniel Tiger’s Day & Night,536.041472,0.0,314,3.5,Education,0.0
2146,Disneynature Explore,440.152064,0.0,202,4.0,Entertainment,0.0
2147,JD Sports,88.594432,0.0,18,4.0,Shopping,0.0
2148,ABC Ninja - The Alphabet Slicing Game for Kids,18.952192,0.99,172,4.0,Education,170.28
2149,Cascade: Fun Spin and Match Puzzle Game,98.864128,0.0,60488,4.5,Games,0.0
2150,Font Candy+ Typography - Editor Add Text To Photos,101.650432,2.99,9021,4.5,Photo & Video,26972.79
2151,Octagon - A Minimal Arcade Game with Maximum Challenge,30.543872,1.99,1072,4.5,Games,2133.28
2152,AdBlock,19.17952,1.99,1477,4.0,Utilities,2939.23
2153,Nowait Guest,86.040576,0.0,1625,3.0,Food & Drink,0.0
2154,Google Play Music,82.697216,0.0,10118,3.5,Music,0.0
2155,Frozen Free Fall,272.47104,0.0,50593,4.5,Games,0.0
2156,Castle Clash: Brave Squads,312.680448,0.0,47963,4.0,Games,0.0
2157,Assassin's Creed Pirates,775.233536,0.0,23895,4.5,Games,0.0
2158,Lost Echo,613.933056,2.99,684,4.5,Games,2045.16
2159,IXL - Math and English,118.697984,0.0,3546,3.0,Education,0.0
2160,"Budget- Expense Tracker,Bill Reminder,Debt Manager",141.714432,0.99,173,4.5,Finance,171.27
2161,Capital One for iPad,92.510208,0.0,21858,4.5,Finance,0.0
2162,Piano - Play Keyboard Music Games with Magic Tiles,117.793792,0.0,1636,4.5,Music,0.0
2163,Quik – GoPro Video Editor to edit clips with music,211.34336,0.0,28654,4.5,Photo & Video,0.0
2164,myCANAL - la TV by CANAL en direct et replay,79.643648,0.0,118,4.5,Entertainment,0.0
2165,ProCamera.,96.51712,4.99,1525,4.5,Photo & Video,7609.75
2166,ULTRA4 Offroad Racing,92.291072,1.99,205,3.5,Games,407.95
2167,Ace Fishing: Wild Catch,224.596992,0.0,65831,4.5,Games,0.0
2168,Icycle: On Thin Ice,82.700288,2.99,2347,4.5,Games,7017.530000000001
2169,3D Anatomy,84.885504,3.99,91,4.5,Medical,363.09000000000003
2170,War Commander: Rogue Assault,179.770368,0.0,3858,4.5,Games,0.0
2171,Electric RC Sim,71.96672,2.99,209,4.5,Games,624.9100000000001
2172,Shadow Fight 2,144.713728,0.0,99206,4.5,Games,0.0
2173,Calendars 5 - Daily Planner and Task Manager,76.848128,6.99,11768,4.5,Productivity,82258.32
2174,Flick Kick Football Legends,109.421568,0.0,11250,4.5,Games,0.0
2175,Chatous - Chat with new people,103.056384,0.0,1609,3.0,Social Networking,0.0
2176,Fitness and Bodybuilding by VGFIT,66.485248,0.99,364,4.5,Health & Fitness,360.36
2177,Geometry Dash Lite,69.076992,0.0,370370,5.0,Games,0.0
2178,QR Code Reader by Scan,12.734464,0.0,1452,4.5,Utilities,0.0
2179,Feed Me Oil 2,71.624704,0.99,296,4.0,Games,293.04
2180,Race The Sun,151.481344,4.99,602,4.5,Games,3003.98
2181,Articulation Test Center Pro,174.737408,59.99,29,4.5,Education,1739.71
2182,TunesFlow - Music Player with Equalizer,14.41792,3.99,63,4.5,Music,251.37
2183,Deemo,2219.819008,1.99,15855,5.0,Games,31551.45
2184,Pocket Troops,515.00544,0.0,1005,4.5,Games,0.0
2185,Pandemic: The Board Game,72.974336,2.99,1259,4.5,Games,3764.4100000000003
2186,Panda Pop,263.766016,0.0,41214,4.5,Games,0.0
2187,Mindfulness Daily,101.669888,1.99,1245,5.0,Health & Fitness,2477.55
2188,Magic Tower Touch,15.577088,0.99,91,4.5,Games,90.09
2189,Slam Dunk Basketball 2 - Play & Do Good,247.033856,0.0,2963,4.5,Games,0.0
2190,100 PICS Coloring - free color in book game app,269.298688,0.0,1929,5.0,Games,0.0
2191,Ever - Capture Your Memories,134.95296,0.0,12755,4.5,Productivity,0.0
2192,Royal Revolt 2 – Defend Your Castle,146.573312,0.0,25152,4.5,Games,0.0
2193,My Boo - Virtual Pet with Mini Games for Kids,105.143296,0.0,55783,4.5,Games,0.0
2194,Starfall FREE,94.261248,0.0,1019,3.5,Education,0.0
2195,Jet Car Stunts 2,51.465216,0.0,1862,3.5,Games,0.0
2196,Oceanhorn ™,428.865536,7.99,4336,4.5,Games,34644.64
2197,Bose SoundTouch,54.193152,0.0,3687,4.0,Music,0.0
2198,Dreii,142.579712,3.99,148,4.0,Games,590.52
2199,WordBrain,110.595072,0.0,391401,4.5,Games,0.0
2200,GANMA! - 漫画が制限ナシで読み放題のマンガアプリ,73.193472,0.0,31,4.5,Book,0.0
2201,QQ International,103.233536,0.0,274,2.0,Social Networking,0.0
2202,"DraftKings - Daily Fantasy Golf, Baseball, & More",144.820224,0.0,20251,4.5,Sports,0.0
2203,FOX Sports GO,99.644416,0.0,13898,3.0,Sports,0.0
2204,Forge of Empires,138.510336,0.0,15617,4.5,Games,0.0
2205,Square Cash - Send Money for Free,90.04032,0.0,23775,4.5,Finance,0.0
2206,Cops N Robbers (Jail Break) - Survival Mini Game,269.53216,0.0,6013,4.0,Games,0.0
2207,Star Chart Infinite,140.150784,4.99,257,4.5,Education,1282.43
2208,"Foundations Memory Work Tutorials, Cycle 2",366.681088,15.99,88,3.5,Education,1407.1200000000001
2209,Cooking Fever,106.80832,0.0,107797,4.5,Games,0.0
2210,PICTLOGICA FINAL FANTASY,357.23776,0.0,154,3.5,Games,0.0
2211,Papa's Freezeria HD,58.384384,2.99,2535,4.5,Games,7579.650000000001
2212,SafeTrek - Personal Safety,30.316544,0.0,2227,4.5,Lifestyle,0.0
2213,Driving test 2017,77.581312,0.0,5,3.5,Education,0.0
2214,Force Saber of Light,60.18048,0.0,5424,4.5,Entertainment,0.0
2215,ZaZa Remote-Universal Remote Control,77.565952,0.0,83,3.0,Utilities,0.0
2216,Jam League,144.881664,0.0,4361,4.5,Games,0.0
2217,一骑当千OL-万人国战（Legend Of Warrior）,389.505024,0.0,151,4.5,Games,0.0
2218,Fantastical 2 for iPhone - Calendar and Reminders,45.04576,4.99,5405,4.5,Productivity,26970.95
2219,Toca Mini,533.006336,2.99,536,4.0,Education,1602.64
2220,Swamp Attack,123.780096,0.0,16968,4.5,Games,0.0
2221,QuizUp™,139.014144,0.0,72989,4.5,Games,0.0
2222,Epic! - Unlimited Books for Kids,166.014976,0.0,6676,4.5,Education,0.0
2223,Dominos Pro,54.100992,1.99,1072,4.5,Games,2133.28
2224,FINAL FANTASY VI,698.171392,14.99,2998,4.5,Games,44940.020000000004
2225,FireChat,15.021056,0.0,1037,3.0,Social Networking,0.0
2226,minimo（ミニモ）/サロン予約,23.707648,0.0,0,0.0,Catalogs,0.0
2227,DoorDash - Food Delivery,100.554752,0.0,25947,4.5,Food & Drink,0.0
2228,Touchgrind Skate 2,168.042496,4.99,2816,4.5,Games,14051.84
2229,ダイエット女子が痩せた魔法のアプリ-食事・運動・美容＠DIET,17.347584,0.0,0,0.0,Health & Fitness,0.0
2230,Block Fortress: War,451.33824,1.99,1889,4.5,Games,3759.11
2231,Broken Sword 5 - the Serpent's Curse,1943.845888,6.99,199,4.0,Games,1391.01
2232,Blocky Roads,51.849216,0.99,3282,4.5,Games,3249.18
2233,Optical Inquisitor 17+,54.808576,0.99,12099,5.0,Games,11978.01
2234,comico/人気オリジナル漫画が毎日更新！/コミコ,73.945088,0.0,62,4.5,Book,0.0
2235,G1牧場ステークス,189.901824,4.99,0,0.0,Games,0.0
2236,Trial Xtreme 4,936.40192,0.0,3403,4.0,Games,0.0
2237,The Occupant,80.564224,0.99,155,4.5,Games,153.45
2238,Hidden City®: Mystery of Shadows,103.477248,0.0,37304,4.5,Games,0.0
2239,"Ebates: Cash Back, Coupons & Rebate Shopping App",108.079104,0.0,12617,5.0,Shopping,0.0
2240,FizzUp – Online Fitness Trainer,124.125184,0.0,5,5.0,Health & Fitness,0.0
2241,Trivia Crack (No Ads),247.385088,2.99,77370,4.5,Games,231336.30000000002
2242,Pitu,102.120448,0.0,968,5.0,Photo & Video,0.0
2243,"Funny Veggies! Educational games for children and babies: logic, counting, colors, sums. Development for preschoolers, activities for kids (2, 3, 4, 5 year: baby, boy and girl)!",109.2608,3.99,6,3.5,Education,23.94
2244,Lep's World 3,85.154816,0.0,11341,4.5,Games,0.0
2245,"Flipp - Weekly Ads, Shopping List, and Coupons",92.38016,0.0,6677,4.5,Shopping,0.0
2246,WEAR - Fashion Lookbook,98.292736,0.0,66,4.0,Shopping,0.0
2247,"Police Lights 3 - Fire Truck, Police and Paramedic Sirens",37.777408,0.99,12,2.5,Entertainment,11.879999999999999
2248,Battle Supremacy,1079.5008,4.99,3124,4.0,Games,15588.76
2249,Christmas Countdown 2017,55.493632,0.0,334,4.5,Entertainment,0.0
2250,それゆけ！ヤンキッキー,56.548352,0.0,0,0.0,Games,0.0
2251,Sunday Lawn Seasons,15.258624,0.99,1420,4.5,Games,1405.8
2252,FACIE,35.204096,0.0,514,3.5,Photo & Video,0.0
2253,TCS NYC Marathon,29.91104,0.0,43,3.5,Sports,0.0
2254,Cookie Jam,148.40832,0.0,52831,4.5,Games,0.0
2255,LEGO® Star Wars™:  The Complete Saga,865.5616,0.0,19340,4.0,Games,0.0
2256,THE KING OF FIGHTERS '97,106.971136,2.99,681,4.5,Games,2036.19
2257,Monument Valley,673.243136,3.99,24909,4.5,Games,99386.91
2258,Pan Book 2: Chasing the Keeper,792.521728,5.99,394,4.5,Book,2360.06
2259,Green Screen by Do Ink,28.033024,2.99,257,3.5,Education,768.4300000000001
2260,Hue Halloween for Philips Hue,86.936576,1.99,54,3.5,Entertainment,107.46
2261,ProCam 4 - Manual Camera + RAW,45.063168,4.99,5150,4.5,Photo & Video,25698.5
2262,Toca Hair Salon Me,132.18816,2.99,895,4.0,Entertainment,2676.05
2263,Christmas Dentist Doctor Kid Games (Girls & Boys),38.05184,0.0,6917,4.5,Games,0.0
2264,Double Dragon Trilogy,133.456896,2.99,427,4.0,Games,1276.73
2265,Sago Mini Ocean Swimmer,189.380608,2.99,690,4.5,Education,2063.1000000000004
2266,Disney Magic Kingdoms,468.258816,0.0,17213,4.0,Games,0.0
2267,XFINITY Stream,136.228864,0.0,14198,3.0,Entertainment,0.0
2268,Hitman GO,1098.042368,4.99,8673,4.5,Games,43278.270000000004
2269,Disney Applause,14.128128,0.0,1654,2.0,Entertainment,0.0
2270,秀色秀场-网红直播 聊天交友,88.574976,0.0,6,2.5,Social Networking,0.0
2271,Timeline Builder: Create Custom Timelines,16.902144,1.99,21,2.5,Education,41.79
2272,SHOWROOM - video live streaming,113.558528,0.0,20,5.0,Entertainment,0.0
2273,GhostCallDX,80.192512,0.0,0,0.0,Education,0.0
2274,God of Light,320.72192,1.99,3542,4.5,Games,7048.58
2275,Super Why! Phonics Fair,117.460992,3.99,72,3.0,Education,287.28000000000003
2276,Beat the Boss 3 (17+),344.064,0.99,507,4.5,Games,501.93
2277,Cut the Rope: Time Travel Free,122.609664,0.0,4327,4.0,Games,0.0
2278,Xbox,111.777792,0.0,72187,4.5,Entertainment,0.0
2279,Raildale - Railroad & Railway Building Game,16.873472,2.99,61,4.0,Games,182.39000000000001
2280,A Dark Room,26.759168,0.99,29540,4.5,Games,29244.6
2281,Arise: Beat Procrastination & dominate todo lists!,7.851008,2.99,52,4.0,Productivity,155.48000000000002
2282,LEGO® Marvel Super Heroes: Universe in Peril,1265.238016,4.99,1784,4.0,Games,8902.16
2283,美团外卖-甜点生鲜等零食配送，鲜花蛋糕准时必达,72.879104,0.0,225,4.5,Food & Drink,0.0
2284,"FandangoNOW - Movies + TV - anytime, anywhere",109.80864,0.0,787,2.0,Entertainment,0.0
2285,Farming Simulator 14,133.218304,0.0,3615,4.0,Games,0.0
2286,VivaVideo - Best Video Editor & Photo Movie Maker,136.221696,0.0,10618,4.5,Photo & Video,0.0
2287,Ski Safari: Adventure Time - Stunt Skiing Endless Runner with Finn and BMO,315.65824,0.99,3699,4.5,Games,3662.0099999999998
2288,美男美女診断,14.309376,0.0,0,0.0,Entertainment,0.0
2289,Literacy Leveler,2.455552,4.99,196,3.5,Education,978.0400000000001
2290,Detective Grimoire,168.226816,1.99,439,4.5,Games,873.61
2291,Dr. Panda Bus Driver,173.861888,2.99,536,4.5,Education,1602.64
2292,Dr. Panda Home,312.54528,2.99,691,4.5,Education,2066.09
2293,Red－shop the world,64.273408,0.0,768,4.5,Shopping,0.0
2294,PDF Pro 2 - The ultimate PDF app,36.186112,4.99,149,4.0,Business,743.51
2295,我的密码-极简账号备忘录，安全记录管家,3.905536,1.99,2,5.0,Productivity,3.98
2296,Blek,118.883328,2.99,20144,4.5,Games,60230.560000000005
2297,"PDF Expert 6: Read, annotate & edit PDF documents",123.600896,9.99,15248,4.5,Productivity,152327.52
2298,bergfex/Ski PRO,33.825792,2.99,9,4.0,Weather,26.910000000000004
2299,MONSTER HUNTER FREEDOM UNITE for iOS,1219.313664,14.99,2170,4.5,Games,32528.3
2300,Pocket Stables,189.939712,4.99,160,4.5,Games,798.4000000000001
2301,GraphNCalc83,14.244864,6.99,311,4.5,Education,2173.89
2302,Team Umizoomi: Math Racer HD,389.066752,4.99,169,3.5,Education,843.3100000000001
2303,Google Play Movies & TV,64.877568,0.0,1195,3.0,Entertainment,0.0
2304,MixChannel,109.877248,0.0,6,4.0,Photo & Video,0.0
2305,Alpha Omega,180.25984,0.0,2892,4.5,Games,0.0
2306,Toca Lab: Elements,179.275776,2.99,1689,4.0,Entertainment,5050.110000000001
2307,Wallpapers for Me - Themes & Background Images,80.01536,0.0,16925,4.5,Entertainment,0.0
2308,Pimp Your Screen - Custom Themes & Wallpapers,81.352704,1.99,6424,4.5,Lifestyle,12783.76
2309,"Weather Live - Weather Forecast, Radar and Alerts",57.539584,4.99,28497,4.5,Weather,142200.03
2310,Weather Live Free - Weather Forecast & Alerts,101.52448,0.0,35702,4.5,Weather,0.0
2311,Emoji Keyboard for Me - Free Emoji Keyboard Themes,152.071168,0.0,4162,4.5,Utilities,0.0
2312,Emoji Keyboard for Me - Keyboard Themes & Emojis,147.377152,2.99,2167,4.0,Utilities,6479.330000000001
2313,Pimp Your Sound,59.085824,1.99,425,4.0,Music,845.75
2314,Calculator Pro for iPad - Scientific Calculator,68.042752,2.99,6645,4.5,Utilities,19868.550000000003
2315,Calculator Pro for iPad Free - Smart Calculator,89.096192,0.0,47803,4.5,Utilities,0.0
2316,Alarm Clock for Me - Best Wake Up Music & Clock,120.000512,0.0,4959,4.0,Utilities,0.0
2317,Alarm Clock for Me - Sleep Timer & Event Countdown,74.212352,3.99,1635,4.0,Utilities,6523.650000000001
2318,"Notepad+: Take Notes, Annotate and Write on PDF",63.45728,14.99,6288,4.5,Productivity,94257.12
2319,NOAA Radar Pro – Weather Alerts & Forecast,82.765824,3.99,28032,4.5,Weather,111847.68000000001
2320,NOAA Weather Radar - Weather Forecast & HD Radar,108.172288,0.0,45696,4.5,Weather,0.0
2321,Serato Remote Mini,4.603904,4.99,50,3.0,Music,249.5
2322,スタバで呪文,43.293696,0.0,0,0.0,Food & Drink,0.0
2323,NightCap Camera,6.580224,1.99,128,4.0,Photo & Video,254.72
2324,新概念英语2015最新版-英美全四册,475.598848,0.99,6,5.0,Education,5.9399999999999995
2325,InstaVideo Pro - Add background music to videos,4.246528,1.99,51,2.0,Utilities,101.49
2326,Skateboard Party 2,1294.111744,1.99,187,4.5,Games,372.13
2327,Cursive Writing Wizard - Kids Learn to Write Letters & Words,52.457472,4.99,121,5.0,Education,603.7900000000001
2328,AJ Jump: Animal Jam Kangaroos!,160.192512,1.99,834,4.5,Games,1659.66
2329,Calculator HD - the missing calculator on your iPad,3.002368,1.99,42,4.5,Utilities,83.58
2330,Weaphones: Firearms Simulator Volume 2,35.201024,2.99,481,4.5,Games,1438.19
2331,Skyline Skaters,155.365376,0.0,11785,4.5,Games,0.0
2332,Pakka Pets Village - Build a Cute Virtual Pet Town,205.014016,0.0,11933,4.5,Games,0.0
2333,戦国乙女〜剣戟に舞う白き剣聖〜,1406.185472,14.99,0,0.0,Games,0.0
2334,スナイパイ72,815.69792,0.99,0,0.0,Games,0.0
2335,"Blokus™ – Attack, Block & Defend!",108.665856,1.99,423,3.5,Games,841.77
2336,MetaMoJi Note Lite,106.452992,0.0,93,4.0,Productivity,0.0
2337,Grand Theft Auto: San Andreas,2060.416,6.99,32533,4.0,Games,227405.67
2338,Waterlogue,55.678976,3.99,1827,4.5,Photo & Video,7289.7300000000005
2339,7 Minute Workout Challenge HD for iPad,116.260864,2.99,258,4.5,Health & Fitness,771.4200000000001
2340,Hard Time VIP (Prison Sim),47.905792,4.99,276,4.0,Games,1377.24
2341,AngerForce - Strikers,307.089408,3.99,22,3.5,Games,87.78
2342,Power Ping Pong,742.85568,4.99,69,3.5,Games,344.31
2343,懂球帝 - 足球迷必备神器,77.705216,0.0,439,4.5,Sports,0.0
2344,Disney Movies Anywhere: Watch Your Disney Movies!,81.021952,0.0,15900,3.5,Entertainment,0.0
2345,"FXNOW - Full Episodes, Movies, and Stream Live TV",71.529472,0.0,9496,3.0,Entertainment,0.0
2346,Angry Birds Epic RPG,581.533696,0.0,84680,4.5,Games,0.0
2347,Criminal Case,131.917824,0.0,63291,4.5,Games,0.0
2348,Spider: Rite of the Shrouded Moon,908.151808,4.99,155,4.5,Games,773.45
2349,航旅纵横PRO-官方航班动态、手机值机、机票,72.461312,0.99,197,4.5,Travel,195.03
2350,TV App,0.96256,0.99,195,4.5,Lifestyle,193.05
2351,YouCam Perfect - Photo & Selfie Editor,131.6352,0.0,4293,4.5,Photo & Video,0.0
2352,MiP App,96.19968,0.0,4350,4.5,Entertainment,0.0
2353,宜搜小说-亿万网友共享高品质阅读离线追更,42.125312,0.0,201,4.5,Book,0.0
2354,Hide N Seek : Mini Multiplayer Game,185.019392,0.0,10358,4.0,Games,0.0
2355,合戦!!にんじゃ村,186.089472,4.99,0,0.0,Games,0.0
2356,Stick & MojiMe New,64.851968,0.99,10,1.5,Lifestyle,9.9
2357,Bowling King,174.49984,0.0,60271,4.5,Games,0.0
2358,Microtrip,32.567296,0.0,1551,4.5,Games,0.0
2359,Pointless Quiz,80.462848,1.99,32,4.5,Games,63.68
2360,LEGO® Star Wars™:  Microfighters,248.68864,0.99,139,3.5,Games,137.60999999999999
2361,Date & Time Photo Stamp,0.618496,0.99,21,2.5,Photo & Video,20.79
2362,LEGO® Friends,766.447616,4.99,400,4.0,Games,1996.0
2363,News Pro - Breitbart Edition,2.683904,0.99,244,3.5,News,241.56
2364,Ducky Fuzz,61.550592,0.99,1,5.0,Games,0.99
2365,FilmStory - For All Your Video Editing Needs,80.7936,0.0,66,4.0,Photo & Video,0.0
2366,Kahuna,60.870656,0.99,59,4.0,Games,58.41
2367,MiFlight™ – Airport security line wait times at checkpoints for domestic and international travelers,40.896512,0.0,493,4.5,Travel,0.0
2368,WWE SuperCard,395.563008,0.0,13842,4.5,Games,0.0
2369,iA Writer,28.087296,3.99,541,4.0,Productivity,2158.59
2370,Beast Poker,108.818432,0.0,0,0.0,Games,0.0
2371,Shadowmatic,314.89536,3.99,6136,4.5,Games,24482.640000000003
2372,Dungeon Boss,169.657344,0.0,20980,4.5,Games,0.0
2373,Motorsport Manager,714.420224,1.99,2394,4.5,Games,4764.06
2374,ChineseSkill -Learn Mandarin Chinese Language Free,174.596096,0.0,6077,5.0,Education,0.0
2375,"GoodReader - PDF Reader, Annotator and File Manager",64.333824,4.99,4756,4.5,Productivity,23732.440000000002
2376,miCal - the missing calendar with reminders,32.152576,1.99,245,4.0,Productivity,487.55
2377,FilmStory Pro - For All Your Video Editing Needs,80.7936,3.99,0,0.0,Photo & Video,0.0
2378,Naughty Kitties,221.60896,0.0,4162,4.5,Games,0.0
2379,FlixBus - bus travel in Europe,29.140992,0.0,92,4.5,Travel,0.0
2380,GoodNotes 4 - Notes & PDF,195.221504,7.99,7004,4.5,Productivity,55961.96
2381,Isabelle Dance Studio,563.912704,0.99,178,3.0,Games,176.22
2382,Threes!,93.796352,2.99,18494,4.5,Games,55297.060000000005
2383,The Amazing Spider-Man 2,1452.716032,6.99,8843,4.0,Games,61812.57
2384,Santa was in my House! Catch Santa Camera,11.927552,0.99,2,1.0,Games,1.98
2385,Fonta,22.478848,0.99,217,4.0,Photo & Video,214.82999999999998
2386,Effects Studio,69.170176,1.99,64,4.0,Photo & Video,127.36
2387,"Quick Fit - 7 Minute Workout, Abs, and Yoga",187.962368,0.0,407,4.5,Health & Fitness,0.0
2388,First Strike 1.3,149.07392,3.99,1016,4.0,Games,4053.84
2389,R.B.I. Baseball 14,839.073792,4.99,4459,3.0,Games,22250.41
2390,Shadow Blade,606.646272,1.99,503,4.5,Games,1000.97
2391,Beautiful Japanese Handwriting,37.05344,0.0,0,0.0,Education,0.0
2392,J&J Official 7 Minute Workout,242.486272,0.0,4861,5.0,Health & Fitness,0.0
2393,赤ペン 提出カメラ,22.713344,0.0,0,0.0,Education,0.0
2394,Heart of Vegas Slots – Casino Slot Machine Games,96.088064,0.0,19355,4.5,Games,0.0
2395,Mixgram - Picture Collage Maker - Pic Photo Editor,90.218496,0.0,54282,4.5,Photo & Video,0.0
2396,"Yoshirt - Design Your Own Custom Tshirt, Tote Bag, Socks and More",49.271808,0.0,1849,4.0,Lifestyle,0.0
2397,Farming USA,92.38528,1.99,987,4.5,Games,1964.1299999999999
2398,咪咕视频-电视剧综艺直播,43.587584,0.0,0,0.0,Lifestyle,0.0
2399,Patrick Kane's MVP Hockey,162.003968,3.99,849,4.5,Games,3387.51
2400,宜人贷借款,64.1792,0.0,12,4.5,Finance,0.0
2401,AG Drive,541.367296,3.99,1218,4.0,Games,4859.820000000001
2402,Beautiful Japanese Handwriting for iPhone,23.057408,0.0,0,0.0,Education,0.0
2403,Jodel,56.655872,0.0,1193,4.5,Social Networking,0.0
2404,Block Сity Wars: game and skin export to minecraft,793.368576,0.0,13097,4.5,Games,0.0
2405,KORG Gadget,918.957056,39.99,1297,4.5,Music,51867.030000000006
2406,"Warhammer 40,000: Deathwatch - Tyranid Invasion",1676.402688,1.99,2917,4.5,Games,5804.83
2407,Jurassic World™: The Game,482.223104,0.0,149138,4.5,Games,0.0
2408,Card Wars - Adventure Time Card Game,1256.266752,3.99,13245,3.5,Games,52847.55
2409,开心消消乐®,136.075264,0.0,40,4.0,Games,0.0
2410,"Logos Quiz -Guess the most famous brands, new fun!",72.567808,0.0,58640,5.0,Games,0.0
2411,UK Snow Radar,23.069696,1.99,0,0.0,Weather,0.0
2412,VPN SecureLine - privacy & security by Avast,79.377408,0.0,1534,4.0,Utilities,0.0
2413,feather for Twitter,66.388992,2.99,22,4.5,Social Networking,65.78
2414,Smart Channel -New Style of News Reader-,26.72128,0.0,0,0.0,News,0.0
2415,ゆるドラシル -本格派神話RPG-,91.2384,0.0,14,4.5,Games,0.0
2416,QRコードリーダー for iPhone - 無料で使えるQRコード読み取り用アプリ,0.909312,0.0,1,5.0,Productivity,0.0
2417,Crazy Taxi™ City Rush,237.275136,0.0,22877,4.5,Games,0.0
2418,Disco Zoo,116.933632,0.0,24999,4.5,Games,0.0
2419,Staccal 2 - Calendars and Reminder,52.53632,0.99,14,3.5,Productivity,13.86
2420,Slice Fractions,209.878016,3.99,834,4.5,Education,3327.6600000000003
2421,Mimitos Virtual cat with minigames,59.7504,0.0,8899,4.5,Games,0.0
2422,Jumpy Horse Show Jumping,1122.046976,2.99,746,4.0,Games,2230.54
2423,Tengami,259.990528,3.99,703,4.0,Games,2804.9700000000003
2424,Drillbook Next Reader,7.758848,2.99,7,3.5,Music,20.93
2425,Carp Fishing Simulator,449.393664,4.99,39,4.0,Games,194.61
2426,Dr. Panda's Restaurant 2,157.179904,2.99,3821,4.5,Education,11424.79
2427,"平安好车主-用车助手,安全管家",85.696512,0.0,5,1.5,Lifestyle,0.0
2428,Let's do pretend Ice-cream shop! - Work Experience-Based Brain Training App,81.796096,1.99,0,0.0,Education,0.0
2429,工银融e联,100.601856,0.0,13,1.5,Finance,0.0
2430,Nintype,77.518848,4.99,813,3.5,Productivity,4056.8700000000003
2431,MarcoPolo Ocean,771.670016,0.0,529,4.5,Education,0.0
2432,お弁当をつくろう！ママごっこ－お仕事体験知育アプリ,83.139584,1.99,0,0.0,Education,0.0
2433,Caf - Mon Compte,2.441216,0.0,0,0.0,Utilities,0.0
2434,"Got It - Homework Help Math, Chem, Physics Solver",32.726016,0.0,4903,4.5,Education,0.0
2435,RollerCoaster Tycoon® 4 Mobile™,195.613696,0.0,21407,3.5,Games,0.0
2436,TMNT: Brothers Unite,270.014464,2.99,449,4.0,Games,1342.51
2437,Repost It! for Instagram Pro - Video Photo Whiz,54.003712,2.99,745,4.0,Social Networking,2227.55
2438,Rookie Cam - Photo Editor & Filter Camera,110.953472,0.0,33921,4.5,Photo & Video,0.0
2439,Out There: Ω Edition,164.665344,3.99,1895,4.5,Games,7561.05
2440,mySTATE - State College,7.122944,0.99,26,4.5,Navigation,25.74
2441,宜搜小说-热门网络书籍看书追更必备神器,39.294976,0.99,8,5.0,Book,7.92
2442,Tricks for iPhone (Pro),22.793216,1.99,0,0.0,Utilities,0.0
2443,Athletics: Winter Sports (Full Version),147.554304,0.99,142,4.0,Games,140.58
2444,作业帮-小初高学生拍照答疑学习辅导助手,134.531072,0.0,101,4.5,Education,0.0
2445,Shin Megami Tensei (ENG),27.97568,7.99,147,5.0,Games,1174.53
2446,Adobe Photoshop Lightroom for iPad,146.830336,0.0,2005,4.0,Photo & Video,0.0
2447,Words with Friends – Best Word Game,183.00928,0.0,160668,4.5,Games,0.0
2448,Speak & Translate － Live Voice and Text Translator,60.432384,19.99,4344,4.5,Reference,86836.56
2449,Speak & Translate － Voice and Text Translator,78.640128,0.0,12062,4.5,Productivity,0.0
2450,Photon X Private Browser and Flash Player for iPad,34.798592,0.99,18,4.0,Productivity,17.82
2451,ALOE -ダイエット・ヨガ・エクササイズ…健康美を追求する女性の人気無料ニュースアプリ,32.13824,0.0,0,0.0,Lifestyle,0.0
2452,MagicBars - HomeScreen Wallpaper With Creativity,5.218304,1.99,84,3.0,Entertainment,167.16
2453,Lastronaut,25.448448,0.0,1576,4.5,Games,0.0
2454,Crazy Kitchen,196.248576,0.0,30704,5.0,Games,0.0
2455,Tynker - Learn to Code. Programming Made Easy.,168.828928,0.0,771,4.5,Education,0.0
2456,War Robots,600.53504,0.0,97122,4.5,Games,0.0
2457,Peak - Brain Training,254.793728,0.0,20322,4.5,Education,0.0
2458,"Baby Food Fair - Make, Eat, Play - Have Fun!",83.72224,0.0,520,3.5,Games,0.0
2459,X-Tactics,94.363648,3.99,25,5.0,Games,99.75
2460,Toca Pet Doctor,330.686464,2.99,365,4.0,Education,1091.3500000000001
2461,Crashlands,117.937152,4.99,1721,4.5,Games,8587.79
2462,The Olympics - Official App for the Olympic Games,11.54048,0.0,470,1.5,Sports,0.0
2463,Fragment's Note2 Side:雪月,1169.608704,2.99,0,0.0,Games,0.0
2464,StaffWars,40.855552,0.99,99,4.5,Education,98.01
2465,You Must Build A Boat,98.627584,2.99,444,4.0,Games,1327.5600000000002
2466,Autumn Dynasty Warlords,240.103424,6.99,572,4.5,Games,3998.28
2467,Deliciously Ella,522.395648,3.99,62,3.5,Food & Drink,247.38000000000002
2468,Bridge Constructor Medieval,104.359936,1.99,262,4.5,Games,521.38
2469,Star Horizon,955.272192,3.99,200,4.0,Games,798.0
2470,Restaurant Story 2,154.361856,0.0,9699,4.0,Games,0.0
2471,Surgeon Simulator,514.434048,4.99,4820,4.0,Games,24051.8
2472,Godus,167.555072,0.0,81311,4.5,Games,0.0
